poduct name,product id,price,brand,category,date,user id,gender,age,store id,frequency
 וירמקס טבליות צמחים וחומצות אמינו לגבר,472572,159.9, וירמקס, בריאות/תוספי תזונה/בריאות הגבר/פורמולות לגברים,29/07/2020,369,male,30,1,1
 לייף אסטר C,465472,27.9, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין C,29/07/2020,369,male,30,1,1
 לייף BABYS אנטי קוליק פטמות סיליקון 330 מ\ל +6,603234,19.9, לייף, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/פטמות לבקבוקי תינוק,20/11/2021,370,female,28,1,2
 PlayGro זוג נשכני קירור דבורה, mp-00018171,24, PlayGro, תינוקות ופעוטות/מוצצים ונשכנים/נשכנים,20/11/2021,370,female,28,1,7
 YAMAYO משייף ציפורניים חשמלי לתינוק, mp-00034578,149, YAMAYO, תינוקות ופעוטות/טיפוח לתינוקות/טיפוח ציפורניים,20/11/2021,370,female,28,1,8
 ויטמינציק מחית סלט פירות,625663,5.9, ויטמינציק, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/דייסות ומחיות לתינוקות,28/03/2021,370,female,28,1,6
 טומי טיפי פטמה סיליקון לבקבוק 6+,476250,35.9, טומי טיפי, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/פטמות לבקבוקי תינוק,28/03/2021,370,female,28,1,8
 Beaba סלסלת אורז לבייבי קוק ניאו, mp-00016263,99, Beaba, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/מכשירים להכנת מזון תינוקות,28/03/2021,370,female,28,1,8
 TWISTSHAKE סכום מתכת עם כפית מזלג וסכין 12+ חודשים, mp-00055290,69, TWISTSHAKE, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/כלי אוכל לתינוק,28/03/2021,370,female,28,1,7
 MINENE מארז זוג אוברולים, mp-00052057,119.9, MINENE, תינוקות ופעוטות/הלבשה לתינוקות/בגדי גוף ואוברולים לתינוקות,29/07/2021,370,female,28,1,2
 BOON מתלה מעוצב לייבוש - גבעול ורוד, mp-00002902,29, BOON, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/מייבשי בקבוקי תינוקות,29/07/2021,370,female,28,1,5
 TWISTSHAKE בקבוק לתינוק כחול פסטל, mp-00003911,44.9, TWISTSHAKE, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/בקבוקי תינוקות,29/07/2021,370,female,28,1,5
 לייף לייף בייביז תיק עגלה לתינוק - שחור,614844,129.9, לייף, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/סטריליזטורים לבקבוקי תינוקות,29/07/2021,370,female,28,1,3
 לייף BABYS אנטי קוליק פטמות סיליקון 260 מ\ל +3,603229,19.9, לייף, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/פטמות לבקבוקי תינוק,29/07/2021,370,female,28,1,8
 לנסינו צידנית לקירור חלב אם שאוב, mp-00055571,130, לנסינו, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/אביזרים למשאבת הנקה,29/07/2021,370,female,28,1,10
 Little Penguin משטח החתלה - דגם כוכבים, mp-00029325,89.25, Little Penguin, תינוקות ופעוטות/החתלה/משטחי החתלה וכיסויים,29/07/2021,370,female,28,1,8
 TWISTSHAKE פטמות לכוס מעבר 4+ חודשים  פטמה SPOUT, mp-00054744,49, TWISTSHAKE, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/פטמות לבקבוקי תינוק,30/12/2020,370,female,28,1,8
 Penguin קופסה למוצץ כחול/ורוד, mp-00000226,25, Penguin, תינוקות ופעוטות/מוצצים ונשכנים/קופסאות למוצצים,30/12/2020,370,female,28,1,5
 אולטרסול בייבינטורל תחליב הגנה לתינוק +SPF50,602429,59.9, אולטרסול, תינוקות ופעוטות/טיפוח לתינוקות/קרם הגנה מהשמש לתינוק,30/12/2020,370,female,28,1,6
 לנסינו מגן פיטמה (פיטמת סיליקון) 20 מ\מ, mp-00055518,54.9, לנסינו, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/רפידות ומגיני הנקה,17/01/2020,370,female,28,1,1
 לייף מגפוני פרווה תינוקות ורוד,611040,34.9, לייף, תינוקות ופעוטות/הלבשה לתינוקות/נעלי תינוקות,17/01/2020,370,female,28,1,7
 TWISTSHAKE מיני פלייסמנט נדבק ומונע החלקה עם מנגנון נעילה של צלחות וקערות - אפור פסטל, mp-00054130,119, TWISTSHAKE, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/כלי אוכל לתינוק,17/01/2020,370,female,28,1,8
 נוק בקבוק אימון לשתיה עצמאית 6-18 חודשים,626652,31.9, נוק, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/כוסות לפעוטות,17/01/2020,370,female,28,1,7
 MINENE מארז זוג אוברולים, mp-00052060,119.9, MINENE, תינוקות ופעוטות/הלבשה לתינוקות/בגדי גוף ואוברולים לתינוקות,17/01/2020,370,female,28,1,3
 New Balance נעלי אימון  והליכה לנשים  לנשים WA365BK, mp-00024300,249, New Balance, אופנה/אופנת נשים/נעלי נשים/נעלי ספורט וסניקרס נשים,31/10/2021,371,female,60,1,9
 PAYOT SUNNY גל מרענן  להרגעה והזנה לאחר חשיפה לשמש,591163,51.7, PAYOT, קוסמטיקה/טיפוח מותגי קוסמטיקה/הגנה מפני השמש,31/10/2021,371,female,60,1,6
 Inov-8 X-Talon G 210 נעלי ריצת שטח, mp-00041278,375, Inov-8, אופנה/אופנת נשים/נעלי נשים/נעלי ריצה לנשים,31/10/2021,371,female,60,1,7
 Hoka Arahi 6 נעלי ריצה לנשים, mp-00054279,599, Hoka, אופנה/אופנת נשים/נעלי נשים/נעלי ריצה לנשים,31/10/2021,371,female,60,1,1
 ד\ר פישר 9 חודשים קרם הזנה לתקופת ההריון ולאחר לידה היפואלרגני,254444,49.9, ד\ר פישר, טיפוח/טיפוח גוף/סימני מתיחה,31/10/2021,371,female,60,1,6
 KIEHLS תחליב לחות לפנים עם מקדם הגנה SPF50,607002,195, KIEHLS, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,10/01/2022,371,female,60,1,4
 PAYOT SUNNY קרם אנטי אייגינג לפנים ולגוף להגנה נגד שמש SPF 30,591162,59.2, PAYOT, קוסמטיקה/טיפוח מותגי קוסמטיקה/הגנה מפני השמש,10/01/2022,371,female,60,1,8
 Argan il מארז שמן ארגן ישראלי אורגני 100% טבעי לגוף, mp-00040052,205, Argan il, טיפוח/טיפוח גוף/שמן גוף,10/01/2022,371,female,60,1,7
 NIVEA לגבר קרם לחות לפנים לעור רגיש,533731,39.9, NIVEA, קוסמטיקה/טיפוח מותגי קוסמטיקה/מוצרי טיפוח לגבר,10/01/2022,371,female,60,1,9
 GLOW HUB גל רחצה לניקוי וטיהור העור מועשר באוכמניות ותה שחור,616965,45, GLOW HUB, קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,15/02/2020,371,female,60,1,9
 OLAY REGENERIST RETINOL 24 אנטי אייגינג קרם לילה,610020,99.9, OLAY, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לילה,15/02/2020,371,female,60,1,2
 CLINIQUE SMART סט סרום + קרם לחות + קרם עיניים,615916,319.2, CLINIQUE, קוסמטיקה/טיפוח מותגי קוסמטיקה/סרום וטיפול בעור,15/02/2020,371,female,60,1,9
 GARNIER HYLUARONIC מסכת טישו אמפולות אבטיח אדום,643643,15.9, GARNIER, קוסמטיקה/טיפוח מותגי קוסמטיקה/מסכות פנים וגוף,15/02/2020,371,female,60,1,9
 BOBBI BROWN מיני קרם לחות עם פריימר,618621,64, BOBBI BROWN, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,15/02/2020,371,female,60,1,5
 CARELINE MULTI EFFECT קרם יום SPF25,528527,35.9, CARELINE, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,07/10/2020,371,female,60,1,1
 Hot Tuna נעלי בית מפנקות לחורף - שחור, mp-00005408,99, Hot Tuna, אופנה/אופנת נשים/נעלי נשים/נעלי בית לנשים,07/10/2020,371,female,60,1,1
 Mizuno נעל   וויבניט לנשים   WAVEKNIT S1  J1GD182509, mp-00039362,399, Mizuno, אופנה/אופנת נשים/נעלי נשים/נעלי ריצה לנשים,07/10/2020,371,female,60,1,10
 BONDI SANDS כפפה רב פעמית למריחת מוצרי שיזוף עצמי,624111,25, BONDI SANDS, קוסמטיקה/טיפוח מותגי קוסמטיקה/שיזוף עצמי,07/10/2020,371,female,60,1,6
 Spirulina Full Life קרם קירור פעיל למפרקים מנטול ורוזמרין, mp-00040411,51, Spirulina Full Life, טיפוח/טיפוח גוף/קרם רב שימושי,07/10/2020,371,female,60,1,7
 Lady Comfort כפכף רוקי פלטפורמה לנשים בצבע שחור זמש, mp-00049653,249, Lady Comfort, אופנה/אופנת נשים/נעלי נשים/סנדלים וכפכפים,12/12/2021,371,female,60,1,4
 Hot Tuna נעלי בית מפנקות לחורף - ירוק, mp-00026082,99, Hot Tuna, אופנה/אופנת נשים/נעלי נשים/נעלי בית לנשים,12/12/2021,371,female,60,1,6
 FILA נעלי ספורט כפפה עם סוליית קצף זיכרון נשים בצבע שחור סוליה לבנה, mp-00048466,179, FILA, אופנה/אופנת נשים/נעלי נשים/נעלי ספורט וסניקרס נשים,12/12/2021,371,female,60,1,5
 New Balance נעלי ריצה לנשים דגם WCRUZ, mp-00028096,189, New Balance, אופנה/אופנת נשים/נעלי נשים/נעלי ריצה לנשים,12/12/2021,371,female,60,1,3
 Hot Tuna נעלי בית מפנקות לחורף - פלאפי שחור, mp-00005293,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,27/01/2022,372,male,20,1,9
 TOMMY HILFIGER חולצת פולו  לגבר, mp-00053086,199, TOMMY HILFIGER, אופנה/אופנת גברים/חולצות לגבר/חולצות פולו לגבר,27/01/2022,372,male,20,1,5
 Blundstone מגפי גברים דגם 510, mp-00038871,449, Blundstone, אופנה/אופנת גברים/נעלי גברים/מגפי גברים,27/01/2022,372,male,20,1,8
 סנסודיין חוט דנטלי 50 מ,588237,19.9, סנסודיין, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,27/01/2022,372,male,20,1,6
 Alo Yoga סווטשרט  לגבר דגם RIDGE CREW, mp-00041600,379, Alo Yoga, אופנה/אופנת גברים/סווטשירטים והודיס,27/01/2022,372,male,20,1,4
 גורדן קיסמי שיניים מברישים גודל רגיל,343415,26.9, גורדן, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,27/01/2022,372,male,20,1,2
 Medical Beauty סילונית אלחוטית לניקוי שיניים וחניכיים, mp-00026718,398, Medical Beauty, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/סילון מים דנטלי,09/12/2020,372,male,20,1,2
 LACOSTE חולצת טישרט  לגבר צווארון עגול, mp-00053239,125, LACOSTE, אופנה/אופנת גברים/חולצות לגבר/טי שירט,09/12/2020,372,male,20,1,1
 TOMMY HILFIGER מעיל ניילון לגבר, mp-00040342,259, TOMMY HILFIGER, אופנה/אופנת גברים/חליפות וז׳קטים/מעילי גברים,09/12/2020,372,male,20,1,1
 HUGO BOSS מארז שלושה תחתונים לגבר, mp-00048762,139, HUGO BOSS, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני בוקסר,09/12/2020,372,male,20,1,5
 לייף Dental קיסם מברשת לניקוי יסודי בין השיניים מיקרו צר במיוחד,437881,24.9, לייף, טיפוח/היגיינת הפה/מברשות שיניים/מברשות אינטרדנטליות,09/12/2020,372,male,20,1,7
 NAUTICA קפוצון של נאוטיקה לגברים K737940ZA, mp-00046918,199, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,06/04/2021,372,male,20,1,2
 אורביטול מברשת שיניים לילדים+שעון,343384,10.9, אורביטול, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים ילדים,06/04/2021,372,male,20,1,6
 GREEN בוקסר לגבר לייקרה אפור, mp-00047939,17.9, GREEN, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני בוקסר,06/04/2021,372,male,20,1,8
 לייף משקפי שמש ילדים דיסני מואנה ERD-8822C,580717,24.9, לייף, אופטיקה/משקפי שמש/משקפי שמש לילדים,06/04/2021,372,male,20,1,1
 NIKE תומך קרסול NIKE ADVANTAG, mp-00025480,129.9, NIKE, בריאות/אביזרי אורטופדיה/תומכי קרסול,17/02/2020,372,male,20,1,5
 Wisdom מברשת לניקוי בין השיניים L סגולה, mp-00011556,20, Wisdom, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,17/02/2020,372,male,20,1,3
 Blundstone מגפי גברים דגם 063, mp-00040177,499, Blundstone, אופנה/אופנת גברים/נעלי גברים/מגפי גברים,17/02/2020,372,male,20,1,5
 Blundstone מגפי גברים דגם 561, mp-00040186,499, Blundstone, אופנה/אופנת גברים/נעלי גברים/מגפי גברים,17/02/2020,372,male,20,1,5
 לייף Dental קיסמי מברשת רכים מגומי,426976,44.9, לייף, טיפוח/היגיינת הפה/מברשות שיניים/מברשות אינטרדנטליות,17/02/2020,372,male,20,1,2
 Hoka נעלי טיולים Anacapa Low GTX, mp-00048538,719, Hoka, אופנה/אופנת גברים/נעלי גברים/נעלי טיולים,23/04/2022,372,male,20,1,10
 Aztron סווטשירט גברים דגם \טים\, mp-00054605,151, Aztron, אופנה/אופנת גברים/סווטשירטים והודיס,23/04/2022,372,male,20,1,2
 לייף מברשת שיניים נטענת 4 מצבים ראש סנסטיב - כחול כהה,622006,149.9, לייף, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים חשמליות מבוגרים,23/04/2022,372,male,20,1,4
 קוקידנט משחת הצמדה טבעית לתותבות,594863,39.9, קוקידנט, טיפוח/היגיינת הפה/שיניים תותבות/דבקים לשיניים תותבות,23/04/2022,372,male,20,1,8
 סופהרב פולאט 400 מק\ג,572555,52.9, סופהרב, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,12/11/2020,373,male,29,1,4
 סולגאר כמוסות קומפלקס ויטמיני B,342123,121.9, סולגאר, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,12/11/2020,373,male,29,1,1
 Head CLUB CHRIS T-Shirt M חולצת טי שארט, mp-00035128,109.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,12/11/2020,373,male,29,1,6
 Head CLUB CHRIS T-Shirt M חולצת טי שארט, mp-00035081,109.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,12/11/2020,373,male,29,1,4
 Jammoka MCT | אבקה, mp-00029407,100, Jammoka, בריאות/תוספי תזונה/דיאטה,12/11/2020,373,male,29,1,5
 Alo Yoga מכנסי  לגבר דגם IMPEL, mp-00041619,499, Alo Yoga, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט ארוכים וטייטס,12/11/2020,373,male,29,1,7
 Best זוג ברלנטין ירוק, mp-00007227,29, Best, בריאות/תוספי תזונה/ויטמינים/ויטמין E,05/04/2022,373,male,29,1,9
 Head FONT T-Shirt M, mp-00035104,119.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,05/04/2022,373,male,29,1,6
 סולגאר חומצה פולית 800 מק\ג,15692,44.9, סולגאר, בריאות/תוספי תזונה/ויטמינים/חומצה פולית,05/04/2022,373,male,29,1,9
 NAUTICA קפוצון לגבר, mp-00046961,129, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,05/04/2022,373,male,29,1,3
 Head DAVIES Polo Shirt M חולצת פולו, mp-00036073,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,05/02/2021,373,male,29,1,7
 אקוסאפ ויטמין D3 טבעוני בטכנולוגיה ליפוזומלית,551629,119.9, אקוסאפ, בריאות/תוספי תזונה/ויטמינים/ויטמין D,05/02/2021,373,male,29,1,4
 Spirulina Full Life פורמולת פירות יער, mp-00042506,148, Spirulina Full Life, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,05/02/2021,373,male,29,1,8
 סופהרב פולאט 400 מק\ג,572555,52.9, סופהרב, בריאות/תוספי תזונה/ויטמינים/קומפלקסים ושילובים,05/02/2021,373,male,29,1,2
 NIKE כפפות אימון לנשים, mp-00038254,129.9, NIKE, ספורט וחוץ/מכשירי כושר ומשקולות/משקולות וציוד לאימון כח/כפפות ורצועות כף יד להרמת משקולות,05/02/2021,373,male,29,1,6
 אלטמן ויטמין E-400,249748,71.4, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין E,27/01/2022,373,male,29,1,7
 NAUTICA מכנסי טרנינג לגבר, mp-00046907,199, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג חלק תחתון,27/01/2022,373,male,29,1,6
 Head POWER Shorts M מכנס מנדף, mp-00035613,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,27/01/2022,373,male,29,1,6
 אלטמן חומצה פולית 400 מקג,262335,46.1, אלטמן, בריאות/תוספי תזונה/ויטמינים/חומצה פולית,27/01/2022,373,male,29,1,9
 Head CLUB CARL T-Shirt M חולצת טי שארט, mp-00036148,109.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,20/02/2021,373,male,29,1,2
 לייף ויטמין D-1000 סוכריות למבוגרים,627286,27.9, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין D,20/02/2021,373,male,29,1,7
 Head CLUB Bermudas M מכנסים, mp-00034940,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,20/02/2021,373,male,29,1,3
 NAUTICA קפוצון לגבר דגם  SPECIALTY-FLE, mp-00048607,399, NAUTICA, אופנה/אופנת גברים/ביגוד ספורט לגברים/טרנינג - ז׳קט וחלק עליון,20/02/2021,373,male,29,1,2
 לייף ויטמין C 500,623346,31.4, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין C,20/02/2021,373,male,29,1,6
 סולגאר טבליות ויטמין B12,15648,43.5, סולגאר, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,20/02/2021,373,male,29,1,8
 Alo Yoga טייץ בעיצוב מותג בגדי היוגה הקליפורני   לנשים, mp-00024052,429, Alo Yoga, אופנה/אופנת נשים/מכנסיים/טייטס,03/03/2021,374,female,36,1,9
 Green Place דוקרנים מנירוסטה להגנה על לוחות סולאריים - ארבע יחידות במארז, mp-00030393,120, Green Place, לבית/ניקיון ותחזוקת הבית/הרחקת מזיקים/חומרי הדברה לבית,03/03/2021,374,female,36,1,8
 CAMELBAK HOT CAP 20 INSULATED STN בקבוק שתייה, mp-00008332,195.9, CAMELBAK, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,03/03/2021,374,female,36,1,5
 Alo Yoga חזיית ספורט בעיצוב מותג בגדי היוגה הקליפורני, mp-00024347,279, Alo Yoga, אופנה/אופנת נשים/ביגוד ספורט לנשים/חזיות ספורט,03/03/2021,374,female,36,1,10
 WMF מחבת 24 ציפוי DURADO 2 ידיות, mp-00050785,409, WMF, לבית/מטבח/אביזרי בישול ואפיייה/מחבתות,03/03/2021,374,female,36,1,4
 GREEN גרביון נשים לייקרה 40 דנייר שחור, mp-00048016,22.9, GREEN, אופנה/אופנת נשים/הלבשה תחתונה/גרביוני נשים,03/03/2021,374,female,36,1,3
 CAMP IN מעשנת פחם מקצועית, mp-00031596,799, CAMP IN, לבית/גינה ומרפסת/גרילים ובישול חוץ/מעשנות,15/03/2020,374,female,36,1,6
 LEXON שעון Flip Premium כחול, mp-00044939,203.9, LEXON, לבית/עיצוב ואבזור הבית/שעונים/שעון מעורר,15/03/2020,374,female,36,1,10
 גוטקס Gottex טופ לייקרה, mp-00020670,99, גוטקס Gottex, אופנה/אופנת נשים/ביגוד ספורט לנשים/גופיות וגוזיות ספורט לנשים,15/03/2020,374,female,36,1,1
 Havaianas לנשים בצבע שחור LUNA כפכפי, mp-00050857,69, Havaianas, אופנה/אופנת נשים/נעלי נשים/סנדלים וכפכפים,30/01/2022,374,female,36,1,4
 RIVER מחמם מים חשמלי למקלחת 5.5KW, mp-00042278,549, RIVER, לבית/שירותים וחדרי רחצה/מחמם מגבות,30/01/2022,374,female,36,1,5
 Rosso Italy כסא מנהל אורטופדי, mp-00031262,598, Rosso Italy, לבית/ריהוט/כסאות ושרפרפים/כסאות משרד,30/01/2022,374,female,36,1,7
 Berko Home משקל מטבח אלקטרוני עם משטח עבודה מבמבוק וצג LCD מואר, mp-00047335,75, Berko Home, לבית/מטבח/אביזרי בישול ואפיייה/משקל מטבח,30/01/2022,374,female,36,1,2
 לייף טישו במבו קופסה,611290,9.9, לייף, לבית/ניקיון ותחזוקת הבית/טישיו,30/01/2022,374,female,36,1,4
 סולתם מחבת 26 ס\מ Select, mp-00044982,179, סולתם, לבית/מטבח/אביזרי בישול ואפיייה/מחבתות,01/01/2020,374,female,36,1,1
 FITKICKS מצחייה ספורטיבית לנשים  SPORT VISOR, mp-00014796,39, FITKICKS, אופנה/אופנת נשים/אקססוריז לנשים/כובעים,01/01/2020,374,female,36,1,10
 KUMI כפכפי סלייד - MIDNIGHT GREY, mp-00052041,89, KUMI, אופנה/אופנת נשים/נעלי נשים/סנדלים וכפכפים,01/01/2020,374,female,36,1,4
 יעקבי סבון דה מארסיי 1.5 ליטר, mp-00000337,11.9, יעקבי, לבית/ניקיון ותחזוקת הבית/חומרי ניקוי/חומרים לניקוי רצפות,01/01/2020,374,female,36,1,6
 MY CASA שולחן לפטופ מתכוונן רוחב 80 ס\מ צבע עץ בשילוב לבן, mp-00016265,169, MY CASA, לבית/ריהוט/שולחן מחשב,14/05/2020,374,female,36,1,7
 NIK NAK קרש חיתוך והגשה-המטבח שלי, mp-00023907,39, NIK NAK, לבית/מטבח/אביזרי בישול ואפיייה/קרשי חיתוך,14/05/2020,374,female,36,1,2
 Ramos מזנון דגם אלונה- צבע לבן בשילוב אלון, mp-00055231,658, Ramos, לבית/ריהוט/שולחנות ומזנונים/מזנון טלוויזיה,14/05/2020,374,female,36,1,9
 Alo Yoga סווטשרט  לנשים דגם BLACKCOMB, mp-00041521,499, Alo Yoga, אופנה/אופנת נשים/סווטשירטים,14/05/2020,374,female,36,1,4
 קיפי מארז אהבה שוקלדי נפתח ל-3 קומות בצבע שחור, mp-00045606,309, קיפי, מזון ומשקאות/מארזי מתנה מזון ומשקאות/מארזי מתנה מזון ומשקאות,09/01/2020,375,female,34,1,7
 BE KIND חטיף בוטנים ושקדים בתוספת חלבון מהצומח בציפוי קרמל,611373,10.9, BE KIND, מזון ומשקאות/מזון בריאות/חטיפי חלבון,09/01/2020,375,female,34,1,9
 Xenon סט 12 קופסאות אחסון עם מכסה 24 חלקים, mp-00045830,155, Xenon, לבית/מטבח/מיכלי מזון ומשקאות/קופסאות אחסון מזון,09/01/2020,375,female,34,1,6
 NIKE בקבוק שתייה - HYPERFUEL, mp-00021633,95.92, NIKE, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,01/11/2020,375,female,34,1,10
 ORIGINAL GOURMET סוכריה גדולה על מקל,591705,5.9, ORIGINAL GOURMET, מזון ומשקאות/חטיפים וממתקים/סוכריות,01/11/2020,375,female,34,1,10
 ESPRESSO 1882 קפסולות תואמות נספרסו כסוף INTENSO,579088,19.9, ESPRESSO 1882, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,01/11/2020,375,female,34,1,3
 STARBUCKS קפסולות קפה אספרסו נטול 11,612860,21.9, STARBUCKS, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,01/11/2020,375,female,34,1,1
 CAMELBAK בקבוק שתייה HOT CAP  INSULATED STAINLESS, mp-00052341,195.9, CAMELBAK, לבית/מטבח/מיכלי מזון ומשקאות/תרמוסים,01/11/2020,375,female,34,1,2
 לנדוור קפסולות אספרסו קלאסיק (09),604437,18.9, לנדוור, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,01/11/2020,375,female,34,1,8
 הום סט סט 3 קופסאות אחסון למטבח, mp-00054948,69, הום סט, לבית/מטבח/מיכלי מזון ומשקאות/קופסאות אחסון מזון,16/04/2022,375,female,34,1,8
 איירוויבס מסטיק איירוויבז בטעם מנטה ומלון ללא סוכר,604209,10.9, איירוויבס, מזון ומשקאות/חטיפים וממתקים/מסטיקים,16/04/2022,375,female,34,1,8
 לנדוור קפסולות אספרסו בלנסד (06),604439,18.9, לנדוור, מזון ומשקאות/משקאות ושתיה חמה/קפה/קפסולות קפה,16/04/2022,375,female,34,1,6
 פופסטאר פופקורן להכנה במיקרוגל בטעם טבעי,2690,13.9, פופסטאר, מזון ומשקאות/חטיפים וממתקים/חטיפים מלוחים,01/01/2021,375,female,34,1,6
 CAMELBAK בקבוק שתייה EDDY PLUS, mp-00052009,109, CAMELBAK, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,01/01/2021,375,female,34,1,1
 תלמה חטיף דגנים שוגי קורנפלקס,571784,15.9, תלמה, מזון ומשקאות/מזון בריאות/חטיפי דגנים מארזים לילדים,01/01/2021,375,female,34,1,10
 NIKE בקבוק סטיינלס סטיל-  NIKE HYPERCHARGE CHUG, mp-00048579,159.9, NIKE, לבית/מטבח/מיכלי מזון ומשקאות/בקבוקי שתייה,01/01/2021,375,female,34,1,8
 זון פרפקט דארק שוקולד שקדים,402869,13.9, זון פרפקט, מזון ומשקאות/מזון בריאות/חטיפי חלבון,01/01/2021,375,female,34,1,4
 Total Home מטחנת פלפל / מלח עץ מלא בגוון טבעי, mp-00056060,69.9, Total Home, לבית/מטבח/מיכלי מזון ומשקאות/מלחיות ופלפליות,20/12/2020,375,female,34,1,10
 Jammoka קרם קוקוס אורגני, mp-00029592,12, Jammoka, מזון ומשקאות/מזון בריאות/מזון אורגני,20/12/2020,375,female,34,1,4
 פתית פריכיות אורז מצופות שוקולד חלב מעולה ושבבי קרמל מלוח,606973,5.9, פתית, מזון ומשקאות/מזון בריאות/קרקרי בריאות,20/12/2020,375,female,34,1,8
 תנובה GO חטיף חלבון בטעם קוקוס,622767,11.9, תנובה GO, מזון ומשקאות/מזון בריאות/חטיפי חלבון,20/12/2020,375,female,34,1,6
 ROSTI קופסת אוכלBREAKבינוני טורקיז, mp-00024705,49.9, ROSTI, לבית/מטבח/מיכלי מזון ומשקאות/קופסאות אחסון מזון,20/12/2020,375,female,34,1,3
 Ministry Of Tea תה צאי מסאלה אורגני, mp-00027510,19.9, Ministry Of Tea, מזון ומשקאות/משקאות ושתיה חמה/תה/חליטות וסוגי תה אחרים,20/12/2020,375,female,34,1,8
 Dafiko חטיף כריות טעים במיוחד לחתולים במגוון מילויים, mp-00044203,12, Dafiko, בעלי חיים/חתולים/מזון רטוב שימורים ומעדנים לחתולים,26/09/2021,376,female,40,1,1
 LANCOME ביוטי בוקס 2022,642704,375, LANCOME, קוסמטיקה/ערכות איפור/ערכות איפור,26/09/2021,376,female,40,1,3
 PAYOT ULTRA-DOUCEUR דאודורנט,468859,44.2, PAYOT, קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח גוף,26/09/2021,376,female,40,1,2
